Codarticulo,Descripcion,Descadic,Familia,Codbarra,marca
0304002380,720010MK TM PURPURA,MUSC,INDUMENTARIA,72001002229,MKFITNESS
0304002390,720010MK TM NRJA FLUO,MUSC,INDUMENTARIA,72001002241,MKFITNESS
0304002400,720010MK TL CORAL,MUSC,INDUMENTARIA,72001003208,MKFITNESS
0304002410,720010MK TL PURPURA,MUSC,INDUMENTARIA,72001003229,MKFITNESS
0304002420,720010MK TL NRJA FLUO,MUSC,INDUMENTARIA,72001003241,MKFITNESS
0304002430,720010MK TXL CORAL,MUSC,INDUMENTARIA,72001004208,MKFITNESS
0304002440,720010MK TXL PURPURA,MUSC,INDUMENTARIA,72001004229,MKFITNESS
0304002450,720010MK TXL NRJA FLUO,MUSC,INDUMENTARIA,72001004241,MKFITNESS
0304002460,720011MK TS GRIS NGRO,MUSC,INDUMENTARIA,72001101112,MKFITNESS
0304002470,720011MK TS GRIS ROSA,MUSC,INDUMENTARIA,72001101159,MKFITNESS
0304002480,720011MK TS GRIS AMAR,MUSC,INDUMENTARIA,72001101223,MKFITNESS
0304002490,720011MK TM GRIS NGRO,MUSC,INDUMENTARIA,72001102112,MKFITNESS
0304002500,720011MK TM GRIS ROSA,MUSC,INDUMENTARIA,72001102159,MKFITNESS
0304002510,720011MK TM GRIS AMAR,MUSC,INDUMENTARIA,72001102223,MKFITNESS
0304002520,720011MK TL GRIS NGRO,MUSC,INDUMENTARIA,72001103112,MKFITNESS
0304002530,720011MK TL GRIS ROSA,MUSC,INDUMENTARIA,72001103159,MKFITNESS
0304002540,720011MK TL GRIS AMAR,MUSC,INDUMENTARIA,72001103223,MKFITNESS
0304002550,720011MK TXL GRIS NGRO,MUSC,INDUMENTARIA,72001104112,MKFITNESS
0304002560,720011MK TXL GRIS ROSA,MUSC,INDUMENTARIA,72001104159,MKFITNESS
0304002570,720011MK TXL GRIS AMAR,MUSC,INDUMENTARIA,72001104223,MKFITNESS
0304002580,720012MK TS CORAL,MUSC,INDUMENTARIA,72001201208,MKFITNESS
0304002590,720012MK TS PURPURA,MUSC,INDUMENTARIA,72001201229,MKFITNESS
0304002600,720012MK TM CORAL,MUSC,INDUMENTARIA,72001202208,MKFITNESS
0304002610,720012MK TM PURPURA,MUSC,INDUMENTARIA,72001202229,MKFITNESS
0304002620,720012MK TL CORAL,MUSC,INDUMENTARIA,72001203208,MKFITNESS
0304002630,720012MK TL PURPURA,MUSC,INDUMENTARIA,72001203229,MKFITNESS
0304002640,720012MK TXL CORAL,MUSC,INDUMENTARIA,72001204208,MKFITNESS
0304002650,720012MK TXL PURPURA,MUSC,INDUMENTARIA,72001204229,MKFITNESS
0304002660,720015MK TS CORAL,MUSC,INDUMENTARIA,72001501208,MKFITNESS
0304002670,720015MK TS PURPURA,MUSC,INDUMENTARIA,72001501229,MKFITNESS
0304002680,720015MK TM CORAL,MUSC,INDUMENTARIA,72001502208,MKFITNESS
0304002690,720015MK TM PURPURA,MUSC,INDUMENTARIA,72001502229,MKFITNESS
0304002700,720015MK TL CORAL,MUSC,INDUMENTARIA,72001503208,MKFITNESS
0304002710,720015MK TL PURPURA,MUSC,INDUMENTARIA,72001503229,MKFITNESS
0304002720,720015MK TXL CORAL,MUSC,INDUMENTARIA,72001504208,MKFITNESS
0304002730,720015MK TXL PURPURA,MUSC,INDUMENTARIA,72001504229,MKFITNESS
0304002740,720016MK TS CORAL,MUSC,INDUMENTARIA,72001601208,MKFITNESS
0304002750,720016MK TS AMA FLUO,MUSC,INDUMENTARIA,72001601217,MKFITNESS
0304002760,720016MK TS PURPURA,MUSC,INDUMENTARIA,72001601229,MKFITNESS
0304002770,720016MK TM CORAL,MUSC,INDUMENTARIA,72001602208,MKFITNESS
0304002780,720016MK TM AMA FLUO,MUSC,INDUMENTARIA,72001602217,MKFITNESS
0304002790,720016MK TM PURPURA,MUSC,INDUMENTARIA,72001602229,MKFITNESS
0304002800,720016MK TL CORAL,MUSC,INDUMENTARIA,72001603208,MKFITNESS
0304002810,720016MK TL AMA FLUO,MUSC,INDUMENTARIA,72001603217,MKFITNESS
0304002820,720016MK TL PURPURA,MUSC,INDUMENTARIA,72001603229,MKFITNESS
0304002830,720016MK TXL CORAL,MUSC,INDUMENTARIA,72001604208,MKFITNESS
0304002840,720016MK TXL AMA FLUO,MUSC,INDUMENTARIA,72001604217,MKFITNESS
0304002850,720016MK TXL PURPURA,MUSC,INDUMENTARIA,72001604229,MKFITNESS
0304002860,720021MK TS LIMON,MUSC,INDUMENTARIA,72002101212,MKFITNESS
0304002870,720021MK TS ROJO CARMIN,MUSC,INDUMENTARIA,72002101236,MKFITNESS
0304002880,720021MK TS GRIS CLARO,MUSC,INDUMENTARIA,72002101266,MKFITNESS
0304002890,720021MK TM LIMON,MUSC,INDUMENTARIA,72002102212,MKFITNESS
0304002900,720021MK TM ROJO CARMIN,MUSC,INDUMENTARIA,72002102236,MKFITNESS
0304002910,720021MK TM GRIS CLARO,MUSC,INDUMENTARIA,72002102266,MKFITNESS
0304002920,720021MK TL LIMON,MUSC,INDUMENTARIA,72002103212,MKFITNESS
0304002930,720021MK TL ROJO CARMIN,MUSC,INDUMENTARIA,72002103236,MKFITNESS
0304002940,720021MK TL GRIS CLARO,MUSC,INDUMENTARIA,72002103266,MKFITNESS
0304002950,720021MK TXL LIMON,MUSC,INDUMENTARIA,72002104212,MKFITNESS
0304002960,720021MK TXL ROJO CARMIN,MUSC,INDUMENTARIA,72002104236,MKFITNESS
0304002970,720021MK TXL GRIS CLARO,MUSC,INDUMENTARIA,72002104266,MKFITNESS
0304002980,720029MK TS GRIS/ROSA,MUSC,INDUMENTARIA,72002901159,MKFITNESS
0304002990,720029MK TS NGRO/AZUL,MUSC,INDUMENTARIA,72002901526,MKFITNESS
0304003000,720029MK TM GRIS/ROSA,MUSC,INDUMENTARIA,72002902159,MKFITNESS
0304003010,720029MK TM NGRO/AZUL,MUSC,INDUMENTARIA,72002902526,MKFITNESS
0304003020,720029MK TL GRIS/ROSA,MUSC,INDUMENTARIA,72002903159,MKFITNESS
0304003030,720029MK TL NGRO/AZUL,MUSC,INDUMENTARIA,72002903526,MKFITNESS
0304003040,720029MK TXL GRIS/ROSA,MUSC,INDUMENTARIA,72002904159,MKFITNESS
0304003050,720029MK TXL NGRO/AZUL,MUSC,INDUMENTARIA,72002904526,MKFITNESS
0304003060,720032MK TS GRIS VERDE,MUSC,INDUMENTARIA,72003201166,MKFITNESS
0304003070,720032MK TS FUCSIA NEGRO,MUSC,INDUMENTARIA,72003201192,MKFITNESS
0304003080,720032MK TS GRIS/FSIA,MUSC,INDUMENTARIA,72003201196,MKFITNESS
0304003090,720032MK TS NEGRO FUCSIA,MUSC,INDUMENTARIA,72003201197,MKFITNESS
0304003100,720032MK TS GRIS RS.FLUO,MUSC,INDUMENTARIA,72003201321,MKFITNESS
0304003110,720032MK TM GRIS VERDE,MUSC,INDUMENTARIA,72003202166,MKFITNESS
0304003120,720032MK TM FUCSIA NEGRO,MUSC,INDUMENTARIA,72003202192,MKFITNESS
0304003130,720032MK TM GRIS/FSIA,MUSC,INDUMENTARIA,72003202196,MKFITNESS
0304003140,720032MK TM NEGRO FUCSIA,MUSC,INDUMENTARIA,72003202197,MKFITNESS
0304003150,720032MK TM GRIS RS.FLUO,MUSC,INDUMENTARIA,72003202321,MKFITNESS
0304003160,720032MK TL GRIS VERDE,MUSC,INDUMENTARIA,72003203166,MKFITNESS
0304003170,720032MK TL FUCSIA NEGRO,MUSC,INDUMENTARIA,72003203192,MKFITNESS
0304003180,720032MK TL GRIS/FSIA,MUSC,INDUMENTARIA,72003203196,MKFITNESS
0304003190,720032MK TL NEGRO FUCSIA,MUSC,INDUMENTARIA,72003203197,MKFITNESS
0304003200,720032MK TL GRIS RS.FLUO,MUSC,INDUMENTARIA,72003203321,MKFITNESS
0304003210,720032MK TXL GRIS VERDE,MUSC,INDUMENTARIA,72003204166,MKFITNESS
0304003220,720032MK TXL FUCSIA NEGRO,MUSC,INDUMENTARIA,72003204192,MKFITNESS
0304003230,720032MK TXL GRIS/FSIA,MUSC,INDUMENTARIA,72003204196,MKFITNESS
0304003240,720032MK TXL NEGRO FUCSIA,MUSC,INDUMENTARIA,72003204197,MKFITNESS
0304003250,720032MK TXL GRIS RS.FLUO,MUSC,INDUMENTARIA,72003204321,MKFITNESS
0304003260,720035MK TS AMARILLO,MUSCULOSA,INDUMENTARIA,72003501114,MKFITNESS
0304003270,720035MK TM AMARILLO,MUSCULOSA,INDUMENTARIA,72003502114,MKFITNESS
0304003280,720035MK TL AMARILLO,MUSCULOSA,INDUMENTARIA,72003503114,MKFITNESS
0304003290,720035MK TXL AMARILLO,MUSCULOSA,INDUMENTARIA,72003504114,MKFITNESS
0304003300,720036MK TS AZUL,MUSCULOSA,INDUMENTARIA,72003601130,MKFITNESS
0304003310,720036MK TS GRIS MGE.OSC,MUSCULOSA,INDUMENTARIA,72003601265,MKFITNESS
0304003320,720036MK TM AZUL,MUSCULOSA,INDUMENTARIA,72003602130,MKFITNESS
0304003330,720036MK TM GRIS MGE.OSC,MUSCULOSA,INDUMENTARIA,72003602265,MKFITNESS
0304003340,720036MK TL AZUL,MUSCULOSA,INDUMENTARIA,72003603130,MKFITNESS
0304003350,720036MK TL GRIS MGE.OSC,MUSCULOSA,INDUMENTARIA,72003603265,MKFITNESS
0304003360,720036MK XL AZUL,MUSCULOSA,INDUMENTARIA,72003604130,MKFITNESS
0304003370,720036MK TXL GRIS MGE.OSC,MUSCULOSA,INDUMENTARIA,72003604265,MKFITNESS
0304003380,720040MK TS FUCSIA MEL.,MUSCULOSA,INDUMENTARIA,72004001319,MKFITNESS
0304003390,720040MK TM FUCSIA MEL.,MUSCULOSA,INDUMENTARIA,72004002319,MKFITNESS
0304003400,720040MK TL FUCSIA MEL.,MUSCULOSA,INDUMENTARIA,72004003319,MKFITNESS
0304003410,720040MK TXL FUCSIA MEL.,MUSCULOSA,INDUMENTARIA,72004004319,MKFITNESS
0304003420,720041MK TS AMARILLO,MUSCULOSA,INDUMENTARIA,72004101114,MKFITNESS
0304003430,720041MK TM AMARILLO,MUSCULOSA,INDUMENTARIA,72004102114,MKFITNESS
0304003440,720041MK TL AMARILLO,MUSCULOSA,INDUMENTARIA,72004103114,MKFITNESS
0304003450,720041MK TXL AMARILLO,MUSCULOSA,INDUMENTARIA,72004104114,MKFITNESS
0304003460,720048MK TS AMARILLO,MUSCULOSA,INDUMENTARIA,72004801114,MKFITNESS
0304003470,720048MK TM AMARILLO,MUSCULOSA,INDUMENTARIA,72004802114,MKFITNESS
0304003480,720048MK TL AMARILLO,MUSCULOSA,INDUMENTARIA,72004803114,MKFITNESS
0304003490,720048MK TXL AMARILLO,MUSCULOSA,INDUMENTARIA,72004804114,MKFITNESS
0304003500,720055MK TS NEGRO TURQUESA,MUSCULOSA,INDUMENTARIA,72005501314,MKFITNESS
0304003510,720055MK TS NEGRO ROSA,MUSCULOSA,INDUMENTARIA,72005501315,MKFITNESS
0304003520,720055MK TM NEGRO TURQUESA,MUSCULOSA,INDUMENTARIA,72005502314,MKFITNESS
0304003530,720055MK TM NEGRO ROSA,MUSCULOSA,INDUMENTARIA,72005502315,MKFITNESS
0304003540,720055MK TL NEGRO TURQUESA,MUSCULOSA,INDUMENTARIA,72005503314,MKFITNESS
0304003550,720055MK TL NEGRO ROSA,MUSCULOSA,INDUMENTARIA,72005503315,MKFITNESS
0304003560,720055MK TXL NEGRO TURQUESA,MUSCULOSA,INDUMENTARIA,72005504314,MKFITNESS
0304003570,720055MK TXL NEGRO ROSA,MUSCULOSA,INDUMENTARIA,72005504315,MKFITNESS
0304003580,720060MK TS GR.MG.O ROJO,MUSCULOSA,INDUMENTARIA,72006001172,MKFITNESS
0304003590,720060MK TS NEGRO FUCSIA,MUSCULOSA,INDUMENTARIA,72006001253,MKFITNESS
0304003600,720060MK TM GR.MG.O ROJO,MUSCULOSA,INDUMENTARIA,72006002172,MKFITNESS
0304003610,720060MK TM NEGRO FUCSIA,MUSCULOSA,INDUMENTARIA,72006002253,MKFITNESS
0304003620,720060MK TL GR.MG.O ROJO,MUSCULOSA,INDUMENTARIA,72006003172,MKFITNESS
0304003630,720060MK TL NEGRO FUCSIA,MUSCULOSA,INDUMENTARIA,72006003253,MKFITNESS
0304003640,720060MK TXL GR.MG.O ROJO,MUSCULOSA,INDUMENTARIA,72006004172,MKFITNESS
0304003650,720060MK TXL NEGRO FUCSIA,MUSC,INDUMENTARIA,72006004253,MKFITNESS
0304003660,720000MK  MUSCULOSA MK,MUSC,INDUMENTARIA,720000MK,MKFITNESS
0304003670,720010MK  MUSCULOSA  MK,MUSC,INDUMENTARIA,720010MK,MKFITNESS
0304003680,720032MK MUSCULOSA,MUSC,INDUMENTARIA,720032MK,MKFITNESS
0304003690,720035MK MUSCULOSA,MUSC,INDUMENTARIA,720035MK,MKFITNESS
0304003700,720036MK MUSCULOSA,MUSC,INDUMENTARIA,720036MK,MKFITNESS
0304003710,720039MK MUSCULOSA,MUSC,INDUMENTARIA,720039MK,MKFITNESS
0304003720,720040MK MUSCULOSA,MUSC,INDUMENTARIA,720040MK,MKFITNESS
0304003730,720041MK MUSCULOSA,MUSC,INDUMENTARIA,720041MK,MKFITNESS
0304003740,720044MK MUSCULOSA,MUSC,INDUMENTARIA,720044MK,MKFITNESS
0304003750,720048MK MUSCULOSA,MUSC,INDUMENTARIA,720048MK,MKFITNESS
0304003760,720052MK MUSCULOSA,MUSC,INDUMENTARIA,720052MK,MKFITNESS
0304003770,720054MK MUSCULOSA,MUSC,INDUMENTARIA,720054MK,MKFITNESS
0304003780,720055MK MUSCULOSA,MUSC,INDUMENTARIA,720055MK,MKFITNESS
0304003790,720060MK MUSCULOSA,MUSC,INDUMENTARIA,720060MK,MKFITNESS
0304009140,720062MK MUSCULOSA,MUSCULOSA,INDUMENTARIA,720062MK,MKFITNESS
0304009150,720062MK TM DAMASCO,MUSCULOSA,INDUMENTARIA,72006202367,MKFITNESS
0304009160,720062MK TL DAMASCO,MUSCULOSA,INDUMENTARIA,72006203367,MKFITNESS
0304009170,720062MK TXL  DAMASCO,MUSCULOSA,INDUMENTARIA,72006204367,MKFITNESS
0304009180,720062MK TS DAMASCO,MUSCULOSA,INDUMENTARIA,72006201367,MKFITNESS
0304009190,720062MK TL AZUL BIONIC,MUSCULOSA,INDUMENTARIA,72006203375,MKFITNESS
0304009200,720062MK TL BLANCO,MUSCULOSA,INDUMENTARIA,7200620301,MKFITNESS
0304009210,720062MK TL NEGRO,MUSCULOSA,INDUMENTARIA,7200620303,MKFITNESS
0304009220,720062MK TM AZUL BIONIC,MUSCULOSA,INDUMENTARIA,72006202375,MKFITNESS
0304009230,720062MK TM BLANCO,MUSCULOSA,INDUMENTARIA,7200620201,MKFITNESS
0304009240,720062MK TM NEGRO,MUSCULOSA,INDUMENTARIA,7200620203,MKFITNESS
0304009250,720062MK TS AZUL BIONIC,MUSCULOSA,INDUMENTARIA,72006201375,MKFITNESS
0304009260,720062MK TS BLANCO,MUSCULOSA,INDUMENTARIA,7200620101,MKFITNESS
0304009270,720062MK TS NEGRO,MUSCULOSA,INDUMENTARIA,7200620103,MKFITNESS
0304009280,720062MK TXL AZUL BIONIC,MUSCULOSA,INDUMENTARIA,72006204375,MKFITNESS
0304009290,720062MK TXL BLANCO,MUSCULOSA,INDUMENTARIA,7200620401,MKFITNESS
0304009300,720062MK TXL NEGRO,MUSCULOSA,INDUMENTARIA,7200620403,MKFITNESS
0304010580,720068MK TS BLANCO,MUSCULOSA,INDUMENTARIA,7200680101,MKFITNESS
0304010590,720068MK TM BLANCO,MUSCULOSA,INDUMENTARIA,7200680201,MKFITNESS
0304010600,720068MK TL BLANCO,MUSCULOSA,INDUMENTARIA,7200680301,MKFITNESS
0304010610,720068MK TXL BLANCO,MUSCULOSA,INDUMENTARIA,7200680401,MKFITNESS
0304010620,720068MK TS NEGRO,MUSCULOSA,INDUMENTARIA,7200680103,MKFITNESS
0304010630,720068MK TM NEGRO,MUSCULOSA,INDUMENTARIA,7200680203,MKFITNESS
0304010640,720068MK TL NEGRO,MUSCULOSA,INDUMENTARIA,7200680303,MKFITNESS
0304010650,720068MK TXL NEGRO,MUSCULOSA,INDUMENTARIA,7200680403,MKFITNESS
0304010660,720069MK TS BLANCO,MUSCULOSA,INDUMENTARIA,7200690101,MKFITNESS
0304010670,720069MK TM BLANCO,MUSCULOSA,INDUMENTARIA,7200690201,MKFITNESS
0304010680,720069MK TL BLANCO,MUSCULOSA,INDUMENTARIA,7200690301,MKFITNESS
0304010690,720069MK TXL BLANCO,MUSCULOSA,INDUMENTARIA,7200690401,MKFITNESS
0304010700,720069MK TS NEGRO,MUSCULOSA,INDUMENTARIA,7200690103,MKFITNESS
0304010710,720069MK TM NEGRO,MUSCULOSA,INDUMENTARIA,7200690203,MKFITNESS
0304010720,720069MK TL NEGRO,MUSCULOSA,INDUMENTARIA,7200690303,MKFITNESS
0304010730,720069MK TXL NEGRO,MUSCULOSA,INDUMENTARIA,7200690403,MKFITNESS
0304010740,720069MK TS CORAL,MUSCULOSA,INDUMENTARIA,7200690108,MKFITNESS
0304010750,720069MK TM CORAL,MUSCULOSA,INDUMENTARIA,7200690208,MKFITNESS
0304010760,720069MK TL CORAL,MUSCULOSA,INDUMENTARIA,7200690308,MKFITNESS
0304010770,720069MK TXL CORAL,MUSCULOSA,INDUMENTARIA,7200690408,MKFITNESS
0304010780,720069MK TS FUCSIA,MUSCULOSA,INDUMENTARIA,7200690123,MKFITNESS
0304010790,720069MK TM FUCSIA,MUSCULOSA,INDUMENTARIA,7200690223,MKFITNESS
0304010800,720069MK TL FUCSIA,MUSCULOSA,INDUMENTARIA,7200690323,MKFITNESS
0304010810,720069MK TXL FUCSIA,MUSCULOSA,INDUMENTARIA,7200690423,MKFITNESS
0304010820,720075MK TS BLANCO,MUSCULOSA,INDUMENTARIA,7200750101,MKFITNESS
0304010830,720075MK TM BLANCO,MUSCULOSA,INDUMENTARIA,7200750201,MKFITNESS
0304010840,720075MK TL BLANCO,MUSCULOSA,INDUMENTARIA,7200750301,MKFITNESS
0304010850,720075MK TXL BLANCO,MUSCULOSA,INDUMENTARIA,7200750401,MKFITNESS
0304010860,720075MK TS NEGRO,MUSCULOSA,INDUMENTARIA,7200750103,MKFITNESS
0304010870,720075MK TM NEGRO,MUSCULOSA,INDUMENTARIA,7200750203,MKFITNESS
0304010880,720075MK TL NEGRO,MUSCULOSA,INDUMENTARIA,7200750303,MKFITNESS
0304010890,720075MK TXL NEGRO,MUSCULOSA,INDUMENTARIA,7200750403,MKFITNESS
0305000360,730002MK TS NEGRO,SHORT,INDUMENTARIA,7300020103,MKFITNESS
0305000370,730002MK TM NEGRO,SHORT,INDUMENTARIA,7300020203,MKFITNESS
0305000380,730002MK TL NEGRO,SHORT,INDUMENTARIA,7300020303,MKFITNESS
0305000390,730002MK TXL NEGRO,SHORT,INDUMENTARIA,7300020403,MKFITNESS
0305000400,730003MK TS NEGRO,SHORT,INDUMENTARIA,7300030103,MKFITNESS
0305000410,730003MK TM NEGRO,SHORT,INDUMENTARIA,7300030203,MKFITNESS
0305000420,730003MK TL NEGRO,SHORT,INDUMENTARIA,7300030303,MKFITNESS
0305000430,730003MK TXL NEGRO,SHORT,INDUMENTARIA,7300030403,MKFITNESS
0305000440,730005MK TS NEGRO,SHORT,INDUMENTARIA,7300050103,MKFITNESS
0305000450,730005MK TS VIOLETA,SHORT,INDUMENTARIA,7300050147,MKFITNESS
0305000460,730005MK TM NEGRO,SHORT,INDUMENTARIA,7300050203,MKFITNESS
0305000470,730005MK TM VIOLETA,SHORT,INDUMENTARIA,7300050247,MKFITNESS
0305000480,730005MK TL NEGRO,SHORT,INDUMENTARIA,7300050303,MKFITNESS
0305000490,730005MK TL VIOLETA,SHORT,INDUMENTARIA,7300050347,MKFITNESS
0305000500,730005MK TXL NEGRO,SHORT,INDUMENTARIA,7300050403,MKFITNESS
0305000510,730005MK TXL VIOLETA,SHORT,INDUMENTARIA,7300050447,MKFITNESS
0305000520,730006MK TS NEGRO,SHORT,INDUMENTARIA,7300060103,MKFITNESS
0305000530,730006MK TM NEGRO,SHORT,INDUMENTARIA,7300060203,MKFITNESS
0305000540,730006MK TL NEGRO,SHORT,INDUMENTARIA,7300060303,MKFITNESS
0305000550,730006MK TXL NEGRO,SHORT,INDUMENTARIA,7300060403,MKFITNESS
0305000560,730007MK TS BLANCO,SHORT,INDUMENTARIA,7300070101,MKFITNESS
0305000570,730007MK TS NEGRO,SHORT,INDUMENTARIA,7300070103,MKFITNESS
0305000580,730007MK TM BLANCO,SHORT,INDUMENTARIA,7300070201,MKFITNESS
0305000590,730007MK TM NEGRO,SHORT,INDUMENTARIA,7300070203,MKFITNESS
0305000600,730007MK TL BLANCO,SHORT,INDUMENTARIA,7300070301,MKFITNESS
0305000610,730007MK TL NEGRO,SHORT,INDUMENTARIA,7300070303,MKFITNESS
0305000620,730007MK TXL BLANCO,SHORT,INDUMENTARIA,7300070401,MKFITNESS
0305000630,730007MK TXL NEGRO,SHORT,INDUMENTARIA,7300070403,MKFITNESS
0305000640,730008MK TS NEGRO,SHORT,INDUMENTARIA,7300080103,MKFITNESS
0305000650,730008MK TM NEGRO,SHORT,INDUMENTARIA,7300080203,MKFITNESS
0305000660,730008MK TL NEGRO,SHORT,INDUMENTARIA,7300080303,MKFITNESS
0305000670,730008MK TXL NEGRO,SHORT,INDUMENTARIA,7300080403,MKFITNESS
0305000680,730012MK TS ROJO,SHORT,INDUMENTARIA,7300120106,MKFITNESS
0305000690,730012MK TS FUCSIA,SHORT,INDUMENTARIA,7300120123,MKFITNESS
0305000700,730012MK TM ROJO,SHORT,INDUMENTARIA,7300120206,MKFITNESS
0305000710,730012MK TM FUCSIA,SHORT,INDUMENTARIA,7300120223,MKFITNESS
0305000720,730012MK TL ROJO,SHORT,INDUMENTARIA,7300120306,MKFITNESS
0305000730,730012MK TL FUCSIA,SHORT,INDUMENTARIA,7300120323,MKFITNESS
0305000740,730012MK TXL ROJO,SHORT,INDUMENTARIA,7300120406,MKFITNESS
0305000750,730012MK TXL FUCSIA,SHORT,INDUMENTARIA,7300120423,MKFITNESS
0305000760,730013MK TS NEGRO,SHORT,INDUMENTARIA,7300130103,MKFITNESS
0305000770,730013MK TM NEGRO,SHORT,INDUMENTARIA,7300130203,MKFITNESS
0305000780,730013MK TL NEGRO,SHORT,INDUMENTARIA,7300130303,MKFITNESS
0305000790,730013MK TXL NEGRO,SHORT,INDUMENTARIA,7300130403,MKFITNESS
0305000800,730004MK TS GRIS NGRO,SHORT,INDUMENTARIA,73000401112,MKFITNESS
0305000810,730004MK TS GRIS ROSA,SHORT,INDUMENTARIA,73000401159,MKFITNESS
0305000820,730004MK TS GRIS AMAR,SHORT,INDUMENTARIA,73000401223,MKFITNESS
