virtuemart_product_id,product_name,product_sku,product_parent_sku,slug,VM_MULTIVARIANT_FIELD_LABEL1,VM_MULTIVARIANT_FIELD_LABEL2,multi_variant_title,multi_variant_fields,product_price,published,category_path,product_desc,codigo_anterior
0,"1171S T100 BLANCO",0101133460,0101122370,1171s-t100-blanco-0101133460,T100,BLANCO,,,769.9,Y,,1171S,1171S
0,"1171S T100 NEGRO",0101133500,0101122370,1171s-t100-negro-0101133500,T100,NEGRO,,,769.9,Y,,1171S,1171S
0,"1200S CONJUNTO",0101122380,,1200s-conjunto-0101122380,CONJUNTO,unico,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~VM_MULTIVARIANT_FIELD_LABEL2,41.9,Y,"Lenceria de Mujer/Sigry",1200S,1200S
0,"1210S CONJUNTO",0101122390,,1210s-conjunto-0101122390,CONJUNTO,unico,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~VM_MULTIVARIANT_FIELD_LABEL2,57.5,Y,"Lenceria de Mujer/Sigry",1210S,1210S
0,"1220S CONJ SIGRY",0101122400,,1220s-conj-sigry-0101122400,CONJ,SIGRY,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~VM_MULTIVARIANT_FIELD_LABEL2,73.5,Y,"Lenceria de Mujer/Sigry",1220S,1220S
0,"1230S CONJ SIGRY",0101122410,,1230s-conj-sigry-0101122410,CONJ,SIGRY,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~VM_MULTIVARIANT_FIELD_LABEL2,74.9,Y,"Lenceria de Mujer/Sigry",1230S,1230S
0,"1240S T85 BLANCO",0101127190,0101122420,1240s-t85-blanco-0101127190,T85,BLANCO,,,415.5,Y,,1240S,1240S
0,"1240S T85 VIOLETA",0101127240,0101122420,1240s-t85-violeta-0101127240,T85,VIOLETA,,,415.5,Y,,1240S,1240S
0,"1240S T85 BLANCO",0101133510,0101122420,1240s-t85-blanco-0101133510,T85,BLANCO,,,415.5,Y,,1240S,1240S
0,"1240S T85 ROSA/PETALO",0101127220,0101122420,1240s-t85-rosa/petalo-0101127220,T85,ROSA/PETALO,,,415.5,Y,,1240S,1240S
0,"1240S T85 NEGRO",0101133590,0101122420,1240s-t85-negro-0101133590,T85,NEGRO,,,415.5,Y,,1240S,1240S
0,"1240S T85 NEGRO",0101127200,0101122420,1240s-t85-negro-0101127200,T85,NEGRO,,,415.5,Y,,1240S,1240S
0,"1240S T85 FRUTILLA",0101127250,0101122420,1240s-t85-frutilla-0101127250,T85,FRUTILLA,,,415.5,Y,,1240S,1240S
0,"1240S T85 AZUL",0101132560,0101122420,1240s-t85-azul-0101132560,T85,AZUL,,,415.5,Y,,1240S,1240S
0,"1240S T85 ESMERALDA",0101127230,0101122420,1240s-t85-esmeralda-0101127230,T85,ESMERALDA,,,415.5,Y,,1240S,1240S
0,"1240S T85 FRUTILLA",0101133550,0101122420,1240s-t85-frutilla-0101133550,T85,FRUTILLA,,,415.5,Y,,1240S,1240S
0,"1240S T85 AZUL",0101127210,0101122420,1240s-t85-azul-0101127210,T85,AZUL,,,415.5,Y,,1240S,1240S
0,"1240S T90 AZUL",0101132570,0101122420,1240s-t90-azul-0101132570,T90,AZUL,,,415.5,Y,,1240S,1240S
0,"1240S T90 ROSA/PETALO",0101127290,0101122420,1240s-t90-rosa/petalo-0101127290,T90,ROSA/PETALO,,,415.5,Y,,1240S,1240S
0,"1240S T90 FRUTILLA",0101133560,0101122420,1240s-t90-frutilla-0101133560,T90,FRUTILLA,,,415.5,Y,,1240S,1240S
0,"1240S T90 NEGRO",0101127270,0101122420,1240s-t90-negro-0101127270,T90,NEGRO,,,415.5,Y,,1240S,1240S
0,"1240S T90 FRUTILLA",0101127320,0101122420,1240s-t90-frutilla-0101127320,T90,FRUTILLA,,,415.5,Y,,1240S,1240S
0,"1240S T90 ESMERALDA",0101127300,0101122420,1240s-t90-esmeralda-0101127300,T90,ESMERALDA,,,415.5,Y,,1240S,1240S
